Sr.No,Smiles,Solvent,AbsorptionMax (nm),EmissionMax (nm),Fluorescent labeling,Total Molweight,molFormula,cLogP,cLogS,H-Acceptors,H-Donors,Total Surface Area,Relative PSA,Polar Surface Area,Druglikeness,Rotatable Bonds,Weiner
3085,CCCC1(CCC)c2cc(-c3ccc(-c4ccc(OC)cc4)o3)ccc2-c2ccc(-c3ccc(-c4ccc(OC)cc4)o3)cc21,C1CCCCC1,410,425,Yes,594.749,C41H38O4,10.998,-11.433,4,0,472.43,0.10207,44.74,-0.49214,10,7903
5344,O=c1c2ccccc2n2c3ccc(-c4ccccc4)cc3c(=O)c3cccc1c32,Cc1ccccc1,443.15,465.63,Yes,373.41,C26H15NO2,5.6274,-9.906,3,0,271.34,0.1092,37.38,0.57547,1,1968
7252,CN(C)c1ccc(/C=C/C=C2\CC/C(=C\c3ccc(N(C)C)cc3)C2=O)cc1,CCO,498,725,Yes,372.51,C25H28N2O,4.9454,-4.704,3,0,310.35,0.064894,23.55,1.3678,5,2573
9175,CCc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CCCCCC,342,402,Yes,281.398,C19H23NO,4.9781,-4.58,2,1,239.43,0.10279,32.59,-0.9969,4,1030
15520,CC(C)[Si](C#Cc1ccc(C#C[Si](C(C)C)(C(C)C)C(C)C)c2nc3c(ccc4ccccc43)nc12)(C(C)C)C(C)C,CCCCCC,411,444,Yes,591.001,C38H50N2Si2,10.119,-7.098,2,0,483.3,0.045396,25.78,-33.796,8,5829
7697,CCCCn1c2ccc(-c3ccc4ccccc4c3)cc2c2ccc3c4cc(-c5ccc6ccccc6c5)ccc4n(CCCC)c3c21,ClC(Cl)Cl,327,418,Yes,620.838,C46H40N2,12.675,-13.468,2,0,485.86,0.02828,9.86,-0.1,8,8636
14023,CCc1c(C)[nH]c(C2=[N+]3C(=Cc4c(C)c(CC)c(C)n4[B-]3(F)F)c3ccccc32)c1C,Cc1ccccc1,636,651,Yes,419.325,C25H28BF2N3,5.3289,-8.351,3,1,319.13,0.078965,32.4,-1.3252,3,2237
11997,CN1c2ccc(C(=O)c3ccccc3)cc2Sc2cc(C(=O)c3ccccc3)ccc21,ClC(Cl)Cl,407,545,Yes,421.519,C27H19NO2S,6.1067,-8.572,3,0,314.59,0.14978,62.68,1.57,4,2806
15983,CCCCCCCC(CCCCCCC)N1C(=O)c2c(Cl)cc3c4cc(Cl)c5c6c(c(Cl)cc(c7cc(Cl)c(c2c37)C1=O)c64)C(=O)N(C(CCCCCCC)CCCCCCC)C5=O,ClCCl,505,515,Yes,948.94,C54H66Cl4N2O4,19.236,-18.712,6,0,719.28,0.082388,74.76,-15.882,26,19100
4828,COc1cc(OC)cc(C2=C3C(C)=C(I)C(/C=C/c4ccsc4)=[N+]3[B-](F)(F)n3c(/C=C/c4ccsc4)c(I)c(C)c32)c1,CS(C)=O,675,692,Yes,824.291,C31H25BF2I2N2O2S2,7.7655,-10.816,4,0,475.85,0.15116,91.55,-2.1816,7,5308
9019,Oc1ccccc1/N=C/c1ccccc1Oc1ccccc1,CCCCCCO,355,410,Yes,289.333,C19H15NO2,4.0833,-5.159,3,1,233.89,0.14798,41.82,-0.44565,4,1147
8777,CCCN1c2ccccc2Sc2cc(/C=C\c3cc(=O)oc4cc(C)c(Cl)cc34)ccc21,ClC(Cl)Cl,432,648,Yes,459.996,C27H22ClNO2S,7.3463,-8.045,3,0,339.99,0.12965,54.84,0.73833,4,3082
14603,CCOC(=O)c1cc(C(=O)OCC)c2cccc(OC)c2n1,CCO,368,526,Yes,303.313,C16H17NO5,2.5982,-3.246,6,0,236.42,0.28361,74.72,-5.0027,7,1000
8809,CCOC(=O)C(C(=O)OCC)C1=[N+]2C(=C(c3ccc(C)cc3)c3ccc(Cl)n3[B-]2(F)F)C=C1,Cc1ccccc1,515,527,Yes,474.698,C23H22BClF2N2O4,3.1146,-6.461,6,0,341.15,0.16793,69.21,-20.585,8,2782
11737,CCCCOc1ccc2cc(-c3ccc(C)cc3)c(=O)oc2c1,CCCCCC,338,416,Yes,308.376,C20H20O3,4.3416,-4.529,3,0,247.78,0.13334,35.53,-5.0776,5,1310
4351,CN(C)c1ccc(-c2nc3cnccc3[nH]2)cc1,CO,341,398,Yes,238.293,C14H14N4,1.7977,-3.213,4,1,189.53,0.2083,44.81,1.0888,2,635
4606,CC[Si](CC)(CC)c1cc2ccc3cccc4ccc(c1C(=O)NC(C)(C)C)c2c34,ClC(Cl)Cl,381,383,Yes,415.651,C27H33NOSi,7.8429,-14.126,2,1,320.6,0.076419,29.1,-25.757,6,2075
15788,C[N+]1=c2ccc3c(c2C(C)(C)CC1)Oc1cc2c(cc1C=3c1ccccc1C(=O)O)C(c1ccccc1C(=O)O)=c1ccc3c(c1O2)C(C)(C)CC[N+]=3C,ClC(Cl)Cl,617,640,Yes,718.847,C46H42N2O6,6.6668,-7.51,8,2,500.1,0.12374,99.08,-1.3133,4,9909
9181,CCc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,ClCCl,341,420,Yes,281.398,C19H23NO,4.9781,-4.58,2,1,239.43,0.10279,32.59,-0.9969,4,1030
3188,O=S(=O)(c1cccc(N2c3ccccc3Oc3ccccc32)c1)c1cccc(N2c3ccccc3Oc3ccccc32)c1,C1CCOC1,317,596,Yes,580.663,C36H24N2O4S,7.9342,-13.926,6,0,414.24,0.13441,67.46,-4.2051,4,6296
11423,CCN1c2ccc(/C=N/Nc3ccccn3)cc2Sc2cc(-c3ccc(C#N)cc3)ccc21,ClCCl,388,525,Yes,447.565,C27H21N5S,8.2796,-8.794,5,1,349.54,0.19609,89.61,-0.29758,5,3584
500,CN(C)c1ccc(/C=C/c2cc[n+](Cc3cc(C[n+]4ccc(/C=C/c5ccc(N(C)C)cc5)cc4)cc(C[n+]4ccc(/C=C/c5ccc(N(C)C)cc5)cc4)c3)cc2)cc1,CCCO,495,611,Yes,790.089,C54H57N6,-2.7312,-7.106,6,0,648.96,0.02917,21.36,0.026524,15,21000
1751,CN(C)c1ccc2cc3c(cc2c1)OCCN=C3,CS(C)=O,359,447,Yes,240.305,C15H16N2O,2.3603,-3.802,3,0,191.46,0.13089,24.83,2.0186,1,585
69,CCCCCCCCCCCCn1cccc1/C=C/c1ccc(OCCCC)c2c(/C=C/c3cccn3CCCCCCCCCCCC)ccc(OCCCC)c12,Cc1ccccc1,375,490,Yes,791.257,C54H82N2O2,17.177,-12.042,4,0,713.1,0.047315,28.32,-18.26,34,18600
1413,c1ccc(-c2nc(-c3c4ccccc4cc4ccccc34)n3ccccc23)cc1,O,375,530,Yes,370.454,C27H18N2,6.5398,-9.773,2,0,285.99,0.066156,17.3,1.3444,2,1963
12304,c1ccc(-c2nc(-c3ccc(-c4cncc5ccccc45)cc3)[nH]c2-c2ccccc2)cc1,C1CCOC1,333,442,Yes,423.518,C30H21N3,6.8159,-9.029,3,1,333.99,0.10758,41.57,0.84471,4,3341
9316,COc1cc(C2=CC(c3ccccc3)=C(c3ccccc3)C2)cc(OC)c1OC,ClCCl,360,469,Yes,384.474,C26H24O3,4.7148,-4.349,3,0,307.45,0.097577,27.69,-0.46993,6,2165
2325,O=S(=O)([O-])c1cc([O-])c2ccc3c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c4ccc1c2c34,OCCO,462,512.01,Yes,454.412,C16H6O10S3,-7.6648,-1.594,10,0,268.5,0.53207,219.8,-8.4446,3,1832
10924,Clc1ccc(/C=C/c2nc3ccccc3o2)cc1,CO,330,385,Yes,255.703,C15H10ClNO,4.3739,-4.617,2,0,197.99,0.12667,26.03,-0.45224,2,682
14664,Cc1cc(C)c([B-]2(c3c(C)cc(C)cc3C)[O+]=P(c3ccccc3)(c3ccccc3)c3cc(-c4ccc(N(C)C)cc4)sc3-c3sc(-c4ccc(N(C)C)cc4)cc32)c(C)c1,C1CCOC1,445,552,Yes,852.953,C54H54BN2OPS2,14.835,-14.958,3,0,644.18,0.080412,72.77,-14.947,8,13000
4456,CN(C)c1ccc(C2=Cc3cccc[n+]3[B-](F)(F)O2)cc1,CC#N,417,528,Yes,288.104,C15H15BF2N2O,2.0227,-4.6,3,0,211.05,0.069983,20.86,-3.2036,2,924
12575,c1ccc(C(=C(c2ccccc2)c2ccc(-c3nc4c(-c5ccc(C(=C(c6ccccc6)c6ccccc6)c6ccccc6)cc5)sc(-c5ccc(C(=C(c6ccccc6)c6ccccc6)c6ccccc6)cc5)c4nc3-c3ccc(C(=C(c4ccccc4)c4ccccc4)c4ccccc4)cc3)cc2)c2ccccc2)cc1,Cc1ccccc1,538,640,Yes,1457.89,C110H76N2S,21.396,-27.276,2,0,1149.2,0.036809,54.02,2.038,20,79700
6802,COc1cc2cc(-c3cc4cc(OC)c(OC)cc4oc3=O)oc2cc1OC,Cc1ccccc1,410,475,Yes,382.367,C21H18O7,2.9782,-4.582,7,0,285.31,0.27041,76.36,0.016538,5,2069
2334,COC(=O)C(Cc1ccc2oc(-c3ccc(N(C)c4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CC(C)CO,350.3,488.5,Yes,501.581,C29H31N3O5,4.5733,-8.015,8,1,391.06,0.22035,93.9,-54.422,10,5149
5039,Cc1ccc(C2=C3C=CC(/C=C/c4ccccc4)=[N+]3[B-](F)(F)n3c(Cl)ccc32)cc1,C1CCCCC1,569,581,Yes,418.681,C24H18BClF2N2,5.0991,-7.765,2,0,307.37,0.036471,16.61,-2.7781,3,2300
470,CCCCCCCCCCCCOc1cc2cc(N(C)C)ccc2cc1C=C(C#N)C#N,CC#N,477,613,Yes,431.622,C28H37N3O,7.8189,-7.604,4,0,384.43,0.10579,60.05,-28.478,14,3698
5758,CCCCC(CC)CN1C(=O)c2cccc3c(C#Cc4ccc(N(c5ccc(C#Cc6ccc7c8c(cccc68)C(=O)N(CC(CC)CCCC)C7=O)cc5)c5ccc(C#Cc6ccc7c8c(cccc68)C(=O)N(CC(CC)CCCC)C7=O)cc5)cc4)ccc(c23)C1=O,CC#N,454,612,Yes,1239.57,C84H78N4O6,21.081,-19.175,10,0,989.92,0.093381,115.38,-5.4404,24,64900
15608,O=C1c2ccccc2-c2c(-c3cc(Cl)ccc3O)[nH]c(=O)n21,ClCCl,395,475,Yes,312.711,C16H9ClN2O3,3.3224,-4.068,5,2,207.97,0.26057,69.64,2.7209,1,925
2876,CCCCC(CC)COC(=O)/C=C/c1ccc(OC)c(OC)c1OC,CCCCCC,290,351,Yes,350.453,C20H30O5,4.5884,-3.991,5,0,300.11,0.17674,53.99,-7.2405,12,1766
10893,COc1ccc(/C=C(\C)c2nc3ccccc3o2)cc1,C1CCCCC1,320,380,Yes,265.311,C17H15NO2,3.9183,-3.628,3,0,215.3,0.16294,35.26,-0.21593,3,892
7261,O=C1/C(=C/C=C/c2cc3c4c(c2)CCCN4CCC3)CC/C1=C\C=C\c1cc2c3c(c1)CCCN3CCC2,ClCCl,529,723,Yes,502.7,C35H38N2O,7.7368,-7.492,3,0,398.93,0.050485,23.55,2.9733,4,5780
7776,CCN(CC)c1ccc2c(c1)oc(=O)c1c(-c3ccccc3C(=O)O)c3ccc(=[N+](CC)CC)cc-3oc12,O,594,646,Yes,511.596,C31H31N2O5,2.012,-4.629,7,1,378.81,0.15187,79.08,1.4822,7,4240
510,CCCCCCCCCCCCCCCCN(CCCCCCCCCCCCCCCC)c1ccc(/C=C/c2cc[n+](Cc3cc(C[n+]4ccc(/C=C/c5ccc(N(CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC)cc5)cc4)cc(C[n+]4ccc(/C=C/c5ccc(N(CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC)cc5)cc4)c3)cc2)cc1,CCCO,508,617,Yes,2052.51,C144H237N6,37.876,-31.586,6,0,1887.4,0.01003,21.36,-15.925,105,288000
4698,COC(=O)/C=C/C=C/c1ccc(N(C)C)cc1,CC#N,385,430,Yes,231.294,C14H17NO2,2.4548,-2.475,3,0,201.09,0.13223,29.54,-2.5558,5,654
8103,COc1cccc2cc(-c3ccc([N+](=O)[O-])cc3)c(=N)oc12,CC#N,332,366,Yes,296.281,C16H12N2O4,1.362,-2.985,6,1,220.47,0.29945,88.13,-6.9963,3,1074
11200,Cc1ccc(-c2cc(-c3ccc(C)cc3)c(C#N)c(=O)[nH]2)cc1,CO,366,438,Yes,300.36,C20H16N2O,3.2279,-4.106,3,1,242.59,0.15689,52.89,-1.1011,2,1174
12415,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,C1CCOC1,333.8,351.7,Yes,230.262,C14H14O3,2.6947,-3.586,3,1,178.98,0.20192,46.53,0.36151,3,530
15700,CC(C)(C)c1ccc2c(c1)sc1[n+]2[B-](F)(F)n2c(c3cccc4cccc2c43)=N1,C1CCOC1,482,504,Yes,405.279,C22H18BF2N3S,5.5142,-9.738,3,0,273.62,0.13391,52.23,-6.584,1,1973
4779,Cc1nn(-c2ccccc2)c(C2=NN(c3ccc(Br)cc3)[C@@H](c3ccccc3)[C@@H]2c2ccccc2)c1C#N,O,391,485,Yes,558.482,C32H24BrN5,7.0479,-7.516,5,0,397.63,0.11684,57.21,-2.9351,5,3979
4254,O=c1ccc2cc3c(cc2o1)OCC3,CCO,333,402,Yes,188.182,C11H8O3,1.7232,-2.737,3,0,138.03,0.23937,35.53,-3.5609,0,278
2401,COC(=O)C(Cc1ccc2oc(-c3ccc(N(C)C)cc3)nc2c1)NC(=O)OC(C)(C)C,CS(C)=O,348.5,408.5,Yes,439.51,C24H29N3O5,3.9143,-5.995,8,1,343.56,0.25082,93.9,-54.636,9,3338
14928,CC[N+](CC)=c1ccc2cc3c(oc-2c1)-c1ccc(N(C)C)cc1CC3,ClCCl,619,642,Yes,347.48,C23H27N2O,1.6143,-3.532,3,0,268.99,0.031042,15.48,-1.3217,3,1671
9095,CCCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,C1CCOC1,466,622,Yes,572.771,C37H36N2O2S,8.6521,-10.236,4,1,458.29,0.1388,92.57,-1.5299,11,6720
9841,F[B-]1(F)N(c2ccccc2)C=Cc2cccc[n+]21,C1CCOC1,425,541,Yes,244.051,C13H11BF2N2,1.5806,-5.672,2,0,178.32,0.02675,11.63,-4.2819,1,554
14367,COCCOCCOc1cc(C=O)c(OCCOCCOC)cc1C=O,CNC=O,350,450,Yes,370.396,C18H26O8,1.0162,-1.984,8,0,306.94,0.28045,89.52,-15.754,16,2117
3387,COc1cc(OC)cc(-c2ccc(-c3ccc(C#N)s3)s2)c1,C1CCCCC1,360,437,Yes,327.427,C17H13NO2S2,5.0419,-6.57,3,0,250.89,0.29607,98.73,-3.6963,4,1117
9595,CC1(C)CC(=O)C2=C(C1)Oc1ccc3ccc(O)cc3c1C2c1ccccn1,C1CCOC1,335,354,Yes,371.435,C24H21NO3,4.198,-5.16,4,1,271.35,0.17361,59.42,-0.67686,1,1722
6313,CN(C)c1nc(N)c2nc(C#N)n(Cc3ccccc3)c2n1,ClCCl,336,387,Yes,293.333,C15H15N7,1.1343,-3.086,7,1,231.91,0.31116,96.65,-1.4265,3,1009
8677,CN(C)CCNc1ccc2c3c(cccc13)C(=O)N(c1ccc(O)cc1)C2=O,CC#N,430,516,Yes,375.427,C22H21N3O3,2.6843,-4.263,6,2,280.07,0.20616,72.88,4.68,5,2003
1581,CC1(C)C(/C=C/C2=C(c3ccc(C(=O)O)cc3)/C(=C/C=C3/N(CCCCS(=O)(=O)[O-])c4ccccc4C3(C)C)CCC2)=[N+](CCCCS(=O)(=O)[O-])c2ccccc21,CO,765,780,Yes,812.038,C45H51N2O8S2,2.9666,-8.131,10,1,591.97,0.18617,174.71,-16.998,15,14300
5185,COc1ccc(N2c3ccc4ccccc4c3-c3c4ccccc4cc[n+]3[B-]2(c2ccccc2)c2ccccc2)cc1,Cc1ccccc1,520,641,Yes,540.472,C38H29BN2O,8.3108,-12.445,3,0,409.86,0.036037,20.86,-4.4341,4,4697
14843,C#CCn1c2ccccc2c2cc(/C=C/C3=[N+]4C(=C(c5ccc(I)cc5)c5c(C)cc(/C=C/c6ccc7c(c6)c6ccccc6n7CC#C)n5[B-]4(F)F)C(C)=C3)ccc21,ClC(Cl)Cl,674,691,Yes,880.582,C51H36BF2IN4,10.266,-14.602,4,0,606.9,0.041111,26.47,-0.82277,7,15500
12790,Cc1nc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)n1,C1CCOC1,343,423,Yes,576.701,C41H28N4,9.4676,-14.426,4,0,438.88,0.081298,35.64,-0.0025936,4,8182
3583,CN(C)c1ccc(/C=C/c2ccc(-c3nnc(-c4ccc(-c5cc6ccccc6s5)cc4)o3)cc2)cc1,CCCCCCCCCCO,344,394,Yes,499.637,C32H25N3OS,7.9684,-11.008,4,0,391.37,0.15321,70.4,3.0808,6,5684
8361,CN(C)c1cc(-c2ccc(C#Cc3ccccc3)cc2)cc2ccccc12,CC#N,302.58,500.89,Yes,347.46,C26H21N,6.5936,-6.38,1,0,292,0.012158,3.24,-3.3506,3,2074
4569,COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(N(c7ccc(OC)cc7)c7ccc(OC)cc7)cc6)s5)c5nsnc45)s3)cc2)cc1,ClC(Cl)Cl,545,710,Yes,907.149,C54H42N4O4S3,14.247,-14.9,8,0,680.92,0.19109,153.9,2.7445,14,24800
7775,CCN(CC)c1ccc2c(c1)oc(=O)c1c(-c3ccccc3C(=O)O)c3ccc(=[N+](CC)CC)cc-3oc12,CCO,591,637,Yes,511.596,C31H31N2O5,2.012,-4.629,7,1,378.81,0.15187,79.08,1.4822,7,4240
633,COc1c2ccccc2c(OC)c2c1c1c(F)cccc1n2C,CC#N,405,421,Yes,309.339,C19H16FNO2,4.3039,-5.261,3,0,229.39,0.11714,23.39,-0.68534,2,973
10188,CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CCCCCC,360,417,Yes,257.21,C12H10F3NO2,2.1132,-3.199,3,1,179.16,0.19257,38.33,-8.7495,3,579
59,CCCCCCCC[Si](C)(C)c1cccc2ccccc12,C1CCCCC1,294,329,Yes,298.544,C20H30Si,7.6455,-7.522,0,0,254.46,0,0,-84.378,8,1042
7609,CN(C)c1ccc(C#Cc2ccc(C=O)cc2)cc1,CC1CCCO1,382,517.49,Yes,249.312,C17H15NO,3.6733,-3.012,2,0,217.18,0.076388,20.31,-5.6015,3,848
857,CCOC(=O)c1ccccc1-c1c2ccc(=O)cc-2oc2cc(OC(=O)[C@H](CSCc3ccc(C)cc3)NC(=O)OC(C)(C)C)ccc12,C1CCOC1,431,518,Yes,667.777,C38H37NO8S,6.8862,-8.535,9,1,505.35,0.23966,142.53,-55.932,14,9329
12170,CC1=NN(c2ccccc2)C(=O)/C1=C/c1cn(-c2ccccc2)nc1-c1ccccc1,CO,364,430,Yes,404.472,C26H20N4O,4.4828,-4.95,5,0,314.99,0.14585,50.49,4.7343,4,2676
9782,O=c1cc(COc2ccc(I)cc2)c2c(ccc3ccccc32)o1,C1CCOC1,349,416,Yes,428.22,C20H13IO3,4.2258,-5.671,3,0,256.62,0.12875,35.53,-2.2055,3,1339
4471,CN(C)c1ccc(C2=Cc3c4ccccc4cc[n+]3[B-](F)(F)O2)cc1,CCOCC,458,503,Yes,338.164,C19H17BF2N2O,3.2171,-6.206,3,0,245.65,0.060126,20.86,-3.2036,2,1442
14492,O=C1c2ccccc2C2=Cc3ccccc3B(O)N12,CS(C)=O,372,438,Yes,247.06,C15H10BNO2,2.8976,-2.059,3,1,179.73,0.16519,40.54,-4.8153,0,606
13082,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1cccc(-c2nc(-c3cccc(P(=O)(c4ccccc4)c4ccccc4)c3)nc(-c3cccc(P(=O)(c4ccccc4)c4ccccc4)c3)n2)c1,C1CCOC1,343,511.91,Yes,987.134,C65H56N4O2P2,16.486,-21.537,6,0,747.94,0.098698,97.36,-15.625,12,25600
1028,O=C([O-])c1ccc(C2=c3cc4c5c(c3Oc3c2cc2c6c3CCCN6CCC2)CCC[N+]=5CCC4)c(C(=O)[O-])c1,O,574,603,Yes,533.602,C33H29N2O5,0.5045,-6.023,7,0,371.56,0.16953,95.74,2.0654,3,4426
5774,c1ccc(C2CCN3COc4c5ccccc5c5c6c7c(c2c3c46)C(c2ccccc2)CCN7CO5)cc1,C1CCOC1,405,583,Yes,496.608,C34H28N2O2,6.9508,-9.822,4,0,356.14,0.076094,24.94,2.0575,2,3663
13388,CC1=CC(C)=[N+]2C1=C(c1c3ccccc3c(-c3ccccc3)c3ccccc13)c1c(C)cc(C)n1[B-]2(F)F,CCO,504,512,Yes,500.398,C33H27BF2N2,7.5088,-11.516,2,0,369.64,0.030327,16.61,-2.4569,2,3699
11112,O=c1c2cc(C#Cc3ccc(Cl)cc3)ccc2nc2ccc(C#Cc3ccc(Cl)cc3)cn12,ClCCl,382,478,Yes,465.338,C28H14Cl2N2O,6.5859,-6.884,3,0,358.45,0.078393,32.67,-1.5855,2,3722
1599,c1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1,C1CCCCC1,411,448,Yes,270.33,C20H14O,5.4891,-6.436,1,0,217.07,0.065002,13.14,-0.3225,2,871
2959,CCn1c2ccccc2c2cc(/C=C/C(=O)c3ccc4c(c3)c3cc(C(=O)/C=C/c5ccc6c(c5)c5ccccc5n6CC)ccc3n4CC)ccc21,ClC(Cl)Cl,391,475,Yes,689.857,C48H39N3O2,10.183,-11.146,5,0,534.54,0.087346,48.93,2.3062,9,13500
3415,CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccc4cc(Br)ccc4c3C2(C)C)C(C)(C)c2c1ccc1cc(Br)ccc21,CN(C)C=O,686,705,Yes,669.523,C37H37Br2N2,10.13,-11.597,2,0,435.4,-0.0037896,6.25,-0.5397,5,6146
8707,O=c1oc2ccccc2cc1-c1nc2ccccc2o1,CC1CCCCC1,356,438,Yes,263.251,C16H9NO3,2.6539,-3.456,4,0,195.03,0.24673,52.33,0.6305,1,785
10811,CN1/C(=C/C=C(/C=C/c2sc3ccccc3[n+]2C)c2cc(F)cc(F)c2)Sc2ccccc21,CO,641,668,Yes,475.606,C27H21F2N2S2,2.3134,-6.792,2,0,348.05,0.12688,60.66,1.2118,4,3308
10921,CN(C)c1ccc(/C=C/c2nc3ccccc3o2)cc1,CO,390,490,Yes,264.327,C17H16N2O,3.6643,-3.917,3,0,217.39,0.1317,29.27,0.64497,3,938
2132,CNCCCC1c2ccccc2C=Cc2ccccc21,CC#N,293,358,Yes,263.383,C19H21N,3.6848,-4.343,1,1,223.52,0.051271,12.03,0.82069,4,759
8589,CCC1=C(C)C2=Cc3cc(I)cn3[B-](F)(F)[N+]2=C1C,C1CCCCC1,528,538.5,Yes,373.975,C13H14BF2IN2,2.5526,-5.711,2,0,208.7,0.053713,16.61,-1.7455,1,595
5252,O=[N+]([O-])c1ccc(-n2c3ccccc3c3c2c2ccccc2n3-c2ccccc2)cc1,Cc1ccccc1,418,660,Yes,403.44,C26H17N3O2,5.181,-11.1,5,0,298.65,0.14787,55.68,-4.3941,3,2377
11937,CCN(CC)c1ccc(/C=C2\CC/C(=C\c3ccc(N(c4ccccc4)c4ccccc4)cc3)C2=C(C#N)C#N)cc1,CN(C)C=O,579,716,Yes,546.716,C38H34N4,8.2362,-10.066,4,0,454.96,0.075215,54.06,-6.9098,8,6884
1270,COc1ccc(-c2csc(/C(C#N)=C\Nc3ccc(C#N)cc3)n2)cc1,CC#N,376,451,Yes,358.424,C20H14N4OS,2.8492,-5.174,5,1,289.33,0.27619,109.97,-1.7115,5,1968
4358,CCCCN1/C(=C/C=C/C2=[N+](C)c3ccccc3C2(C)C)C(C)(C)c2cc(Br)ccc21,CS(C)=O,556,569,Yes,478.496,C28H34BrN2,6.8618,-7.479,2,0,334.83,-0.0049279,6.25,-1.8638,5,2669
2522,CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccc(N(C)C)cc4)ccc(c23)C1=O,CCCCCCCCCCCCCC,403.8,469.8,Yes,498.708,C33H42N2O2,9.0532,-8.731,4,0,409.36,0.081053,40.62,-12.144,13,4490
6451,CN(C)c1ccc2c(c1)C(=O)NC2=O,CCOCC,371,440,Yes,190.201,C10H10N2O2,0.6371,-2.023,4,1,141.54,0.29031,49.41,2.4887,1,283
9207,Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc(C(F)(F)F)cc1,OCCO,363,438,Yes,321.341,C18H18F3NO,5.0669,-4.855,2,1,242.87,0.10133,32.59,-7.9527,4,1334
4991,CN(C)c1ccc(/C=C/c2cc[n+](CCC[n+]3ccc(/C=C/c4ccc(N(C)C)cc4)cc3)cc2)cc1,CC#N,488,609,Yes,490.693,C33H38N4,-2.3338,-4.608,4,0,411.06,0.030701,14.24,-0.072212,10,6376
8847,F[B-]1(F)n2cccc2C(c2ccccc2)=C2C=CC(N3CCOCC3)=[N+]21,ClCCl,486,553,Yes,353.179,C19H18BF2N3O,1.4334,-4.632,4,0,255.27,0.096995,29.08,-1.697,1,1439
15001,CCCCCOc1cc2oc(=O)c3c4ccc(C#N)cc4c4ccc5cccc6c(c1)c2c3c4c56,C1CCOC1,426,444,Yes,455.512,C31H21NO3,8.2842,-11.569,4,0,335.1,0.13906,59.32,-13.952,5,3282
3279,CC(C)(C)c1ccc(/C=C/c2ccc(N(c3ccc(/C=C/c4ccc(C(C)(C)C)cc4)cc3)c3ccc(-c4nc5ccccc5nc4-c4ccc(N(c5ccc(/C=C/c6ccc(C(C)(C)C)cc6)cc5)c5ccc(/C=C/c6ccc(C(C)(C)C)cc6)cc5)cc4)cc3)cc2)cc1,Cc1ccccc1,373,497,Yes,1249.74,C92H88N4,24.942,-26.514,4,0,1018.3,0.028517,32.26,-3.1697,20,68000
13725,CCCCOc1ccc(-c2oc3cc4n(c3c2-c2ccc(OCCCC)cc2)[B-](F)(F)[N+]2=Cc3cc5oc(-c6ccc(OCCCC)cc6)c(-c6ccc(OCCCC)cc6)c5n3[B-](F)(F)[N+]2=C4)cc1,ClCCl,606,646,Yes,954.675,C54H56B2F4N4O6,12.767,-19.382,10,0,727.36,0.12462,96.42,-8.1674,20,25000
10908,COc1ccc(/C=C/c2nc3ccccc3s2)cc1,CO,350,420,Yes,267.351,C16H13NOS,3.8038,-4.034,2,0,211.08,0.1958,50.36,0.84767,3,809
9607,CN(C)c1ccc(/C=C/c2nc3ccccc3s2)cc1,CCCCCC,384,445,Yes,280.394,C17H16N2S,3.7702,-4.052,2,0,223.64,0.15596,44.37,1.8965,3,938
9856,CCn1c(=O)nc2n(C)c3cc(C)ccc3nc-2c1=O,CC#N,445,530,Yes,270.291,C14H14N4O2,0.4716,-2.615,6,0,198.84,0.28264,65.34,5.7317,1,729
15063,Cc1ccccc1C1=C2C=c3c(oc4ccc(C(C)(C)C)cc34)=[N+]2[B-](F)(F)n2c1cc1c3cc(C(C)(C)C)ccc3oc12,C1CCCCC1,591.5,602,Yes,574.477,C36H33BF2N2O2,8.3941,-12.432,4,0,413.43,0.085432,38.98,-6.1534,3,5724
12589,O=Cc1ccc(-c2ccc(-c3nc4ccccc4s3)c(O)c2)s1,O,343,557,Yes,337.422,C18H11NO2S2,4.8443,-5.322,3,1,243.91,0.31909,106.67,-0.89075,3,1262
11556,F[B-]1(F)n2c(c3cccc4cccc2c43)=Nc2ccc3ccccc3[n+]21,ClCCl,455,536,Yes,343.143,C20H12BF2N3,3.7973,-8.842,3,0,230.49,0.070632,23.99,-3.7321,0,1372
